MSH|^~\&|OERDB|QTE|NEON||201410241952||MFN^OT|01|P|2.3
QTE^10124F^Jan  1 1900 12:00AM^TETERBORO^86141^L^50.00
QTE^P217343^Jan  1 1900 12:00AM^TETERBORO^86003^L^683.61
QTE^P217344^Jan  1 1900 12:00AM^TETERBORO^86003^L^453.75
QTE^P217345^Jan  1 1900 12:00AM^TETERBORO^86003^L^310.71
QTE^P217347^Jan  1 1900 12:00AM^TETERBORO^82947^L^930.30
QTE^P217348^Jan  1 1900 12:00AM^TETERBORO^G0432^F^482.74
QTE^P21735^Jan  1 1900 12:00AM^TETERBORO^80061^L^505.99
QTE^P217351^Jan  1 1900 12:00AM^TETERBORO^80061^L^696.58
QTE^P217352^Jan  1 1900 12:00AM^TETERBORO^80061^L^527.84
QTE^P217355^Jan  1 1900 12:00AM^TETERBORO^86003^L^209.72
QTE^P217357^Jan  1 1900 12:00AM^TETERBORO^86003^L^209.72
QTE^P217358^Jan  1 1900 12:00AM^TETERBORO^86003^L^174.76
QTE^P217359^Jan  1 1900 12:00AM^TETERBORO^86003^L^139.81
QTE^P217360^Jan  1 1900 12:00AM^TETERBORO^86003^L^279.61
QTE^P217361^Jan  1 1900 12:00AM^TETERBORO^86003^L^639.77
QTE^P217362^Jan  1 1900 12:00AM^TETERBORO^82728^L^2996.90
QTE^P217368^Jan  1 1900 12:00AM^TETERBORO^80061^L^456.20
QTE^P217369^Jan  1 1900 12:00AM^TETERBORO^80061^L^511.73
QTE^P217371^Jan  1 1900 12:00AM^TETERBORO^80061^L^827.08
QTE^P217373^Jan  1 1900 12:00AM^TETERBORO^80061^L^576.75
QTE^P217381^Jan  1 1900 12:00AM^TETERBORO^86003^L^295.60
QTE^P217390^Jan  1 1900 12:00AM^TETERBORO^84436^L^1301.06
QTE^P217396^Jan  1 1900 12:00AM^TETERBORO^84436^L^988.83
QTE^P217410^Jan  1 1900 12:00AM^TETERBORO^G0432^F^669.81
QTE^P217413^Jan  1 1900 12:00AM^TETERBORO^84443^L^1011.63
QTE^P217416^Jan  1 1900 12:00AM^TETERBORO^82465^L^999.33
QTE^P217417^Jan  1 1900 12:00AM^TETERBORO^84702^B^2645.18
QTE^P217418^Jan  1 1900 12:00AM^TETERBORO^84702^B^3245.74
QTE^P217420^Jan  1 1900 12:00AM^TETERBORO^84443^L^2502.45
QTE^P217421^Jan  1 1900 12:00AM^TETERBORO^84443^L^1016.33
QTE^P217426^Jan  1 1900 12:00AM^TETERBORO^80061^L^489.36
QTE^P217427^Jan  1 1900 12:00AM^TETERBORO^84443^L^2594.34
QTE^P217429^Jan  1 1900 12:00AM^TETERBORO^80061^L^720.83
QTE^P217433^Jan  1 1900 12:00AM^TETERBORO^85025^L^1783.58
QTE^P217438^Jan  1 1900 12:00AM^TETERBORO^80061^L^199.94
QTE^P217447^Jan  1 1900 12:00AM^TETERBORO^84443^L^2671.76
QTE^P217451^Jan  1 1900 12:00AM^TETERBORO^80061^L^520.00
QTE^P217454^Jan  1 1900 12:00AM^TETERBORO^85025^L^561.87
QTE^P217459^Jan  1 1900 12:00AM^TETERBORO^87491^L^427.87
QTE^P217460^Jan  1 1900 12:00AM^TETERBORO^87491^L^273.64
QTE^P217461^Jan  1 1900 12:00AM^TETERBORO^82947^L^2564.00
QTE^P217467^Jan  1 1900 12:00AM^TETERBORO^80061^L^1213.52
QTE^P217474^Jan  1 1900 12:00AM^TETERBORO^87491^L^582.10
QTE^P217480^Jan  1 1900 12:00AM^TETERBORO^87491^L^582.10
QTE^P217500^Jan  1 1900 12:00AM^TETERBORO^80061^L^303.90
QTE^P217501^Jan  1 1900 12:00AM^TETERBORO^80061^L^369.00
QTE^P217502^Jan  1 1900 12:00AM^TETERBORO^80061^L^390.89
QTE^P217503^Jan  1 1900 12:00AM^TETERBORO^80061^L^600.66
QTE^P217511^Jan  1 1900 12:00AM^TETERBORO^80061^L^185.22
QTE^P217512^Jan  1 1900 12:00AM^TETERBORO^80061^L^714.84
QTE^P217514^Jan  1 1900 12:00AM^TETERBORO^80061^L^622.48
QTE^P217517^Jan  1 1900 12:00AM^TETERBORO^80061^L^511.73
QTE^P217519^Jan  1 1900 12:00AM^TETERBORO^80061^L^451.10
QTE^P217528^Jan  1 1900 12:00AM^TETERBORO^82728^L^813.97
QTE^P217529^Jan  1 1900 12:00AM^TETERBORO^80061^L^355.76
QTE^P217543^Jan  1 1900 12:00AM^TETERBORO^80061^L^696.62
QTE^P217546^Jan  1 1900 12:00AM^TETERBORO^80061^L^1392.38
QTE^P217548^Jan  1 1900 12:00AM^TETERBORO^80061^L^1578.65
QTE^P217555^Jan  1 1900 12:00AM^TETERBORO^80061^L^191.44
QTE^P217559^Jan  1 1900 12:00AM^TETERBORO^85025^L^836.37
QTE^P217563^Jan  1 1900 12:00AM^TETERBORO^82947^L^1224.10
QTE^P217566^Jan  1 1900 12:00AM^TETERBORO^80061^L^443.19
QTE^P217567^Jan  1 1900 12:00AM^TETERBORO^80061^L^485.36
QTE^P217581^Jan  1 1900 12:00AM^TETERBORO^80074^L^2392.28
QTE^P217590^Jan  1 1900 12:00AM^TETERBORO^87491^L^273.64
QTE^P217591^Jan  1 1900 12:00AM^TETERBORO^80061^L^696.58
QTE^P217595^Jan  1 1900 12:00AM^TETERBORO^87491^L^273.64
QTE^P217608^Jan  1 1900 12:00AM^TETERBORO^80061^L^480.16
QTE^P217610^Jan  1 1900 12:00AM^TETERBORO^87491^L^556.75
QTE^P217626^Jan  1 1900 12:00AM^TETERBORO^82465^L^435.13
QTE^P217627^Jan  1 1900 12:00AM^TETERBORO^82465^L^624.43
QTE^P217632^Jan  1 1900 12:00AM^TETERBORO^84702^B^401.18
QTE^P217633^Jan  1 1900 12:00AM^TETERBORO^85025^L^429.64
QTE^P217636^Jan  1 1900 12:00AM^TETERBORO^80061^L^884.24
QTE^P217643^Jan  1 1900 12:00AM^TETERBORO^85025^L^520.57
QTE^P217649^Jan  1 1900 12:00AM^TETERBORO^87491^L^613.43
QTE^P217655^Jan  1 1900 12:00AM^TETERBORO^83036^L^1590.71
QTE^P217666^Jan  1 1900 12:00AM^TETERBORO^80061^L^1435.61
QTE^P217670^Jan  1 1900 12:00AM^TETERBORO^85025^L^531.20
QTE^P217674^Jan  1 1900 12:00AM^TETERBORO^84702^B^3352.71
QTE^P217676^Jan  1 1900 12:00AM^TETERBORO^85025^L^124.28
QTE^P217677^Jan  1 1900 12:00AM^TETERBORO^85025^L^124.28
QTE^P217682^Jan  1 1900 12:00AM^TETERBORO^84443^L^511.24
QTE^P217683^Jan  1 1900 12:00AM^TETERBORO^85025^L^398.36
QTE^P217684^Jan  1 1900 12:00AM^TETERBORO^85025^L^983.91
QTE^P217685^Jan  1 1900 12:00AM^TETERBORO^80061^L^385.42
QTE^P217686^Jan  1 1900 12:00AM^TETERBORO^82378^L^623.48
QTE^P217689^Jan  1 1900 12:00AM^TETERBORO^84443^L^786.07
QTE^P217690^Jan  1 1900 12:00AM^TETERBORO^82728^L^721.61
QTE^P217692^Jan  1 1900 12:00AM^TETERBORO^84153^L^791.35
QTE^P217693^Jan  1 1900 12:00AM^TETERBORO^82272^B^1063.34
QTE^P217694^Jan  1 1900 12:00AM^TETERBORO^85018^L^1910.29
QTE^P217697^Jan  1 1900 12:00AM^TETERBORO^82947^L^1518.68
QTE^P217698^Jan  1 1900 12:00AM^TETERBORO^85025^L^1152.08
QTE^P217699^Jan  1 1900 12:00AM^TETERBORO^84443^L^2253.78
QTE^P217701^Jan  1 1900 12:00AM^TETERBORO^80061^L^2613.83
QTE^P217702^Jan  1 1900 12:00AM^TETERBORO^80061^L^2937.37
QTE^P217704^Jan  1 1900 12:00AM^TETERBORO^80061^L^3410.02
QTE^P217705^Jan  1 1900 12:00AM^TETERBORO^80061^L^2065.60
QTE^P217706^Jan  1 1900 12:00AM^TETERBORO^80061^L^2541.98
QTE^P217707^Jan  1 1900 12:00AM^TETERBORO^80061^L^2278.75
QTE^P217708^Jan  1 1900 12:00AM^TETERBORO^80061^L^1209.38
QTE^P217709^Jan  1 1900 12:00AM^TETERBORO^80061^L^1685.77
QTE^P217710^Jan  1 1900 12:00AM^TETERBORO^80061^L^1828.81
QTE^P217712^Jan  1 1900 12:00AM^TETERBORO^80061^L^1209.38
QTE^P217713^Jan  1 1900 12:00AM^TETERBORO^80061^L^1718.25
QTE^P217714^Jan  1 1900 12:00AM^TETERBORO^80061^L^2351.36
QTE^P217715^Jan  1 1900 12:00AM^TETERBORO^80061^L^1209.38
QTE^P217719^Jan  1 1900 12:00AM^TETERBORO^84436^L^1141.18
QTE^P217725^Jan  1 1900 12:00AM^TETERBORO^80061^L^713.29
QTE^P217726^Jan  1 1900 12:00AM^TETERBORO^82977^L^34.83
QTE^P217730^Jan  1 1900 12:00AM^TETERBORO^85025^L^539.40
QTE^P217731^Jan  1 1900 12:00AM^TETERBORO^87491^L^1614.90
QTE^P217732^Jan  1 1900 12:00AM^TETERBORO^84443^L^3524.04
QTE^P217733^Jan  1 1900 12:00AM^TETERBORO^82306^L^1038.76
QTE^P217738^Jan  1 1900 12:00AM^TETERBORO^84439^L^1896.15
QTE^P217740^Jan  1 1900 12:00AM^TETERBORO^84439^L^1557.58
QTE^P217744^Jan  1 1900 12:00AM^TETERBORO^80061^L^2384.48
QTE^P217747^Jan  1 1900 12:00AM^TETERBORO^82947^L^258.72
QTE^P2183^Jan  1 1900 12:00AM^TETERBORO^80061^L^928.26
QTE^P2197^Jan  1 1900 12:00AM^TETERBORO^86003^L^166.36
QTE^P2198^Jan  1 1900 12:00AM^TETERBORO^86003^L^166.36
QTE^P220^Jan  1 1900 12:00AM^TETERBORO^80061^L^184.77
QTE^P2200^Jan  1 1900 12:00AM^TETERBORO^86003^L^166.36
QTE^P22000^Jan  1 1900 12:00AM^TETERBORO^80061^L^222.54
QTE^P2202^Jan  1 1900 12:00AM^TETERBORO^82977^L^149.47
QTE^P2210^Jan  1 1900 12:00AM^TETERBORO^80061^L^562.86
QTE^P2213^Jan  1 1900 12:00AM^TETERBORO^85025^L^1075.99
QTE^P2217^Jan  1 1900 12:00AM^TETERBORO^82728^L^266.07
QTE^P2221^Jan  1 1900 12:00AM^TETERBORO^80061^L^484.99
QTE^P22220^Jan  1 1900 12:00AM^TETERBORO^80061^L^486.26
QTE^P22221^Jan  1 1900 12:00AM^TETERBORO^84153^L^143.04
QTE^P22222^Jan  1 1900 12:00AM^TETERBORO^G0103^F^143.04
QTE^P2226^Jan  1 1900 12:00AM^TETERBORO^84436^L^1487.20
QTE^P2227^Jan  1 1900 12:00AM^TETERBORO^86003^L^885.61
QTE^P2228^Jan  1 1900 12:00AM^TETERBORO^86003^L^166.36
QTE^P2229^Jan  1 1900 12:00AM^TETERBORO^86003^L^743.13
QTE^P2231^Jan  1 1900 12:00AM^TETERBORO^80061^L^479.15
QTE^P2240^Jan  1 1900 12:00AM^TETERBORO^80061^L^234.67
QTE^P2256^Jan  1 1900 12:00AM^TETERBORO^83036^L^229.95
QTE^P2268^Jan  1 1900 12:00AM^TETERBORO^80061^L^189.37
QTE^P2276^Jan  1 1900 12:00AM^TETERBORO^85025^L^135.47
QTE^P2298^Jan  1 1900 12:00AM^TETERBORO^82947^L^378.31
QTE^P2300^Jan  1 1900 12:00AM^TETERBORO^84702^B^1151.78
QTE^P2331^Jan  1 1900 12:00AM^TETERBORO^80061^L^544.88
QTE^P234^Jan  1 1900 12:00AM^TETERBORO^80061^L^489.05
QTE^P2354^Jan  1 1900 12:00AM^TETERBORO^82947^L^718.45
QTE^P2363^Jan  1 1900 12:00AM^TETERBORO^82465^L^44.25
QTE^P2366^Jan  1 1900 12:00AM^TETERBORO^80061^L^693.65
QTE^P2370^Jan  1 1900 12:00AM^TETERBORO^80061^L^188.14
QTE^P2373^Jan  1 1900 12:00AM^TETERBORO^80061^L^186.47
QTE^P2383^Jan  1 1900 12:00AM^TETERBORO^80061^L^483.78
QTE^P2413^Jan  1 1900 12:00AM^TETERBORO^84702^B^1285.52
QTE^P2421^Jan  1 1900 12:00AM^TETERBORO^84436^L^1674.95
QTE^P2423^Jan  1 1900 12:00AM^TETERBORO^84436^L^593.69
QTE^P2444^Jan  1 1900 12:00AM^TETERBORO^80061^L^649.46
QTE^P245^Jan  1 1900 12:00AM^TETERBORO^80061^L^363.42
QTE^P2464^Jan  1 1900 12:00AM^TETERBORO^80061^L^814.05
QTE^P247^Jan  1 1900 12:00AM^TETERBORO^82465^L^234.98
QTE^P248^Jan  1 1900 12:00AM^TETERBORO^82465^L^468.82
QTE^P2484^Jan  1 1900 12:00AM^TETERBORO^80061^L^299.24
QTE^P2494^Jan  1 1900 12:00AM^TETERBORO^86003^L^499.10
QTE^P250^Jan  1 1900 12:00AM^TETERBORO^80061^L^311.03
QTE^P253^Jan  1 1900 12:00AM^TETERBORO^80061^L^207.47
QTE^P2532^Jan  1 1900 12:00AM^TETERBORO^80061^L^401.60
QTE^P258^Jan  1 1900 12:00AM^TETERBORO^80061^L^358.88
QTE^P260^Jan  1 1900 12:00AM^TETERBORO^80061^L^361.29
QTE^P2600^Jan  1 1900 12:00AM^TETERBORO^85025^L^723.05
QTE^P2601^Jan  1 1900 12:00AM^TETERBORO^84439^L^403.14
QTE^P2602^Jan  1 1900 12:00AM^TETERBORO^84443^L^519.75
QTE^P2603^Jan  1 1900 12:00AM^TETERBORO^80061^L^484.75
QTE^P261^Jan  1 1900 12:00AM^TETERBORO^80061^L^811.76
QTE^P2610^Jan  1 1900 12:00AM^TETERBORO^80061^L^177.76
QTE^P2615^Jan  1 1900 12:00AM^TETERBORO^82977^L^43.06
QTE^P2619^Jan  1 1900 12:00AM^TETERBORO^80061^L^501.17
QTE^P2623^Jan  1 1900 12:00AM^TETERBORO^80061^L^497.75
QTE^P2624^Jan  1 1900 12:00AM^TETERBORO^80061^L^354.71
QTE^P2628^Jan  1 1900 12:00AM^TETERBORO^80061^L^329.84
QTE^P2633^Jan  1 1900 12:00AM^TETERBORO^80061^L^388.72
QTE^P2640^Jan  1 1900 12:00AM^TETERBORO^85730^L^315.93
QTE^P265^Jan  1 1900 12:00AM^TETERBORO^80061^L^460.29
QTE^P2664^Jan  1 1900 12:00AM^TETERBORO^80061^L^332.00
QTE^P2665^Jan  1 1900 12:00AM^TETERBORO^80061^L^475.04
QTE^P2667^Jan  1 1900 12:00AM^TETERBORO^82947^L^864.24
QTE^P26738^Jan  1 1900 12:00AM^TETERBORO^85025^L^2359.39
QTE^P2678^Jan  1 1900 12:00AM^TETERBORO^82977^L^268.92
QTE^P2681^Jan  1 1900 12:00AM^TETERBORO^80061^L^668.84
QTE^P2684^Jan  1 1900 12:00AM^TETERBORO^83540^L^473.97
QTE^P26852^Jan  1 1900 12:00AM^TETERBORO^80061^L^684.02
QTE^P2702^Jan  1 1900 12:00AM^TETERBORO^85307^L^1918.31
QTE^P2705^Jan  1 1900 12:00AM^TETERBORO^85025^L^183.85
QTE^P2706^Jan  1 1900 12:00AM^TETERBORO^86141^L^420.17
QTE^P2707^Jan  1 1900 12:00AM^TETERBORO^84436^L^233.84
QTE^P2712^Jan  1 1900 12:00AM^TETERBORO^82465^L^381.75
QTE^P2716^Jan  1 1900 12:00AM^TETERBORO^80061^L^450.20
QTE^P2718^Jan  1 1900 12:00AM^TETERBORO^80061^L^1003.27
QTE^P2724^Jan  1 1900 12:00AM^TETERBORO^85025^L^158.23
QTE^P274^Jan  1 1900 12:00AM^TETERBORO^84439^L^795.25
QTE^P2744^Jan  1 1900 12:00AM^TETERBORO^80061^L^149.26
QTE^P2747^Jan  1 1900 12:00AM^TETERBORO^80061^L^400.41
QTE^P2753^Jan  1 1900 12:00AM^TETERBORO^84439^L^545.18
QTE^P2757^Jan  1 1900 12:00AM^TETERBORO^80061^L^476.41
QTE^P2760^Jan  1 1900 12:00AM^TETERBORO^85014^L^74.32
QTE^P2769^Jan  1 1900 12:00AM^TETERBORO^84439^L^1234.89
QTE^P2772^Jan  1 1900 12:00AM^TETERBORO^84436^L^378.31
QTE^P2799^Jan  1 1900 12:00AM^TETERBORO^82465^L^1601.84
QTE^P2809^Jan  1 1900 12:00AM^TETERBORO^85025^L^178.04
QTE^P281^Jan  1 1900 12:00AM^TETERBORO^80061^L^376.91
QTE^P2821^Jan  1 1900 12:00AM^TETERBORO^82465^L^105.73
QTE^P2822^Jan  1 1900 12:00AM^TETERBORO^82977^L^51.43
QTE^P2827^Jan  1 1900 12:00AM^TETERBORO^82947^L^39.80
QTE^P2828^Jan  1 1900 12:00AM^TETERBORO^82465^L^43.53
QTE^P2833^Jan  1 1900 12:00AM^TETERBORO^82465^L^57.41
QTE^P2834^Jan  1 1900 12:00AM^TETERBORO^82465^L^47.84
QTE^P2836^Jan  1 1900 12:00AM^TETERBORO^82465^L^41.86
QTE^P2837^Jan  1 1900 12:00AM^TETERBORO^82465^L^55.02
QTE^P2838^Jan  1 1900 12:00AM^TETERBORO^82465^L^55.02
QTE^P2841^Jan  1 1900 12:00AM^TETERBORO^82465^L^43.06
QTE^P2842^Jan  1 1900 12:00AM^TETERBORO^82947^L^39.47
QTE^P2843^Jan  1 1900 12:00AM^TETERBORO^82977^L^53.82
QTE^P2845^Jan  1 1900 12:00AM^TETERBORO^82465^L^52.62
QTE^P285^Jan  1 1900 12:00AM^TETERBORO^80061^L^298.86
QTE^P2852^Jan  1 1900 12:00AM^TETERBORO^82465^L^56.21
QTE^P2853^Jan  1 1900 12:00AM^TETERBORO^82977^L^40.66
QTE^P2857^Jan  1 1900 12:00AM^TETERBORO^82465^L^53.82
QTE^P2859^Jan  1 1900 12:00AM^TETERBORO^82465^L^38.27
QTE^P286^Jan  1 1900 12:00AM^TETERBORO^80061^L^489.17
QTE^P2866^Jan  1 1900 12:00AM^TETERBORO^82465^L^50.23
QTE^P2868^Jan  1 1900 12:00AM^TETERBORO^82465^L^46.64
QTE^P2883^Jan  1 1900 12:00AM^TETERBORO^82465^L^55.02
QTE^P2888^Jan  1 1900 12:00AM^TETERBORO^82465^L^37.08
QTE^P2895^Jan  1 1900 12:00AM^TETERBORO^82465^L^39.47
QTE^P2902^Jan  1 1900 12:00AM^TETERBORO^82465^L^43.06
QTE^P2909^Jan  1 1900 12:00AM^TETERBORO^82977^L^53.82
QTE^P2920^Jan  1 1900 12:00AM^TETERBORO^82465^L^41.86
QTE^P2933^Jan  1 1900 12:00AM^TETERBORO^82465^L^39.47
QTE^P2938^Jan  1 1900 12:00AM^TETERBORO^82977^L^39.47
QTE^P2940^Jan  1 1900 12:00AM^TETERBORO^82465^L^45.45
QTE^P2943^Jan  1 1900 12:00AM^TETERBORO^82465^L^43.06
QTE^P2948^Jan  1 1900 12:00AM^TETERBORO^82465^L^52.62
QTE^P2959^Jan  1 1900 12:00AM^TETERBORO^82977^L^49.04
QTE^P2960^Jan  1 1900 12:00AM^TETERBORO^82465^L^40.66
QTE^P2961^Jan  1 1900 12:00AM^TETERBORO^82977^L^39.80
QTE^P2978^Jan  1 1900 12:00AM^TETERBORO^82465^L^51.43
QTE^P2993^Jan  1 1900 12:00AM^TETERBORO^82465^L^45.45
QTE^P30000^Jan  1 1900 12:00AM^TETERBORO^86003^L^244.67
QTE^P302^Jan  1 1900 12:00AM^TETERBORO^80061^L^293.11
QTE^P3034^Jan  1 1900 12:00AM^TETERBORO^82465^L^56.21
QTE^P3039^Jan  1 1900 12:00AM^TETERBORO^82465^L^51.43
QTE^P3040^Jan  1 1900 12:00AM^TETERBORO^82465^L^47.84
QTE^P3069^Jan  1 1900 12:00AM^TETERBORO^82947^L^41.86
QTE^P3082^Jan  1 1900 12:00AM^TETERBORO^82977^L^39.47
QTE^P3089^Jan  1 1900 12:00AM^TETERBORO^82465^L^40.66
QTE^P31003^Jan  1 1900 12:00AM^TETERBORO^82465^L^65.93
QTE^P31007^Jan  1 1900 12:00AM^TETERBORO^80061^L^136.82
QTE^P31008^Jan  1 1900 12:00AM^TETERBORO^82465^L^83.34
QTE^P3108^Jan  1 1900 12:00AM^TETERBORO^82465^L^43.06
QTE^P311^Jan  1 1900 12:00AM^TETERBORO^80061^L^441.42
QTE^P313^Jan  1 1900 12:00AM^TETERBORO^82465^L^211.35
QTE^P315^Jan  1 1900 12:00AM^TETERBORO^82465^L^233.60
QTE^P3150^Jan  1 1900 12:00AM^TETERBORO^82465^L^45.45
QTE^P3159^Jan  1 1900 12:00AM^TETERBORO^82465^L^45.45
QTE^P3188^Jan  1 1900 12:00AM^TETERBORO^82947^L^39.47
QTE^P3196^Jan  1 1900 12:00AM^TETERBORO^82465^L^44.25
QTE^P32067^Jan  1 1900 12:00AM^TETERBORO^82947^L^52.62
QTE^P32069^Jan  1 1900 12:00AM^TETERBORO^82465^L^55.02
QTE^P32072^Jan  1 1900 12:00AM^TETERBORO^82947^L^38.27
QTE^P32073^Jan  1 1900 12:00AM^TETERBORO^82947^L^38.27
QTE^P3226^Jan  1 1900 12:00AM^TETERBORO^82947^L^997.39
QTE^P3227^Jan  1 1900 12:00AM^TETERBORO^84436^L^370.54
QTE^P3228^Jan  1 1900 12:00AM^TETERBORO^85025^L^485.74
QTE^P3246^Jan  1 1900 12:00AM^TETERBORO^85730^L^753.77
QTE^P3248^Jan  1 1900 12:00AM^TETERBORO^83516^N^1205.35
QTE^P3250^Jan  1 1900 12:00AM^TETERBORO^80074^L^631.19
QTE^P3251^Jan  1 1900 12:00AM^TETERBORO^83540^L^440.60
QTE^P3252^Jan  1 1900 12:00AM^TETERBORO^82977^L^38.56
QTE^P3253^Jan  1 1900 12:00AM^TETERBORO^82977^L^292.32
QTE^P3254^Jan  1 1900 12:00AM^TETERBORO^84443^L^1475.30
QTE^P326^Jan  1 1900 12:00AM^TETERBORO^82465^L^251.46
QTE^P327^Jan  1 1900 12:00AM^TETERBORO^80061^L^299.85
QTE^P3288^Jan  1 1900 12:00AM^TETERBORO^84443^L^670.38
QTE^P3298^Jan  1 1900 12:00AM^TETERBORO^82465^L^184.60
QTE^P3307^Jan  1 1900 12:00AM^TETERBORO^82465^L^359.49
QTE^P3308^Jan  1 1900 12:00AM^TETERBORO^85025^L^787.99
QTE^P331^Jan  1 1900 12:00AM^TETERBORO^80061^L^288.79
QTE^P3313^Jan  1 1900 12:00AM^TETERBORO^84443^L^431.59
QTE^P334^Jan  1 1900 12:00AM^TETERBORO^80061^L^475.04
QTE^P3350^Jan  1 1900 12:00AM^TETERBORO^84439^L^537.47
QTE^P3353^Jan  1 1900 12:00AM^TETERBORO^82728^L^265.46
QTE^P3360^Jan  1 1900 12:00AM^TETERBORO^82378^L^432.98
QTE^P3368^Jan  1 1900 12:00AM^TETERBORO^85025^L^136.90
QTE^P3386^Jan  1 1900 12:00AM^TETERBORO^85025^L^951.17
QTE^P3399^Jan  1 1900 12:00AM^TETERBORO^82947^L^864.24
QTE^P340^Jan  1 1900 12:00AM^TETERBORO^80061^L^519.64
QTE^P3406^Jan  1 1900 12:00AM^TETERBORO^84436^L^1358.95
QTE^P341^Jan  1 1900 12:00AM^TETERBORO^82465^L^240.55
QTE^P3422^Jan  1 1900 12:00AM^TETERBORO^80061^L^665.41
QTE^P3423^Jan  1 1900 12:00AM^TETERBORO^85025^L^709.28
QTE^P3442^Jan  1 1900 12:00AM^TETERBORO^85025^L^708.81
QTE^P3443^Jan  1 1900 12:00AM^TETERBORO^80061^L^234.49
QTE^P3446^Jan  1 1900 12:00AM^TETERBORO^86774^N^744.13
QTE^P347^Jan  1 1900 12:00AM^TETERBORO^82465^L^209.28
QTE^P3492^Jan  1 1900 12:00AM^TETERBORO^84443^L^519.75
QTE^P35000^Jan  1 1900 12:00AM^TETERBORO^85025^L^40.56
QTE^P3505^Jan  1 1900 12:00AM^TETERBORO^83036^L^133.47
QTE^P352^Jan  1 1900 12:00AM^TETERBORO^82378^L^392.62
QTE^P3524^Jan  1 1900 12:00AM^TETERBORO^80061^L^368.40
QTE^P3525^Jan  1 1900 12:00AM^TETERBORO^80061^L^511.44
QTE^P3526^Jan  1 1900 12:00AM^TETERBORO^80061^L^540.80
QTE^P3535^Jan  1 1900 12:00AM^TETERBORO^84443^L^461.47
QTE^P3552^Jan  1 1900 12:00AM^TETERBORO^80061^L^632.07
QTE^P3554^Jan  1 1900 12:00AM^TETERBORO^80061^L^428.06
QTE^P3562^Jan  1 1900 12:00AM^TETERBORO^80061^L^773.29
QTE^P358^Jan  1 1900 12:00AM^TETERBORO^80061^L^710.41
QTE^P3598^Jan  1 1900 12:00AM^TETERBORO^82465^L^288.15
QTE^P3603^Jan  1 1900 12:00AM^TETERBORO^80061^L^462.68
QTE^P3626^Jan  1 1900 12:00AM^TETERBORO^80061^L^566.46
QTE^P3636^Jan  1 1900 12:00AM^TETERBORO^80061^L^629.60
QTE^P3646^Jan  1 1900 12:00AM^TETERBORO^82728^L^386.52
QTE^P3664^Jan  1 1900 12:00AM^TETERBORO^85025^L^1420.21
QTE^P368^Jan  1 1900 12:00AM^TETERBORO^80061^L^758.00
QTE^P3686^Jan  1 1900 12:00AM^TETERBORO^80061^L^325.78
QTE^P3688^Jan  1 1900 12:00AM^TETERBORO^85025^L^759.21
QTE^P3690^Jan  1 1900 12:00AM^TETERBORO^85027^L^208.49
QTE^P3701^Jan  1 1900 12:00AM^TETERBORO^84443^L^686.11
QTE^P3703^Jan  1 1900 12:00AM^TETERBORO^80061^L^534.88
QTE^P3704^Jan  1 1900 12:00AM^TETERBORO^80061^L^677.92
QTE^P3743^Jan  1 1900 12:00AM^TETERBORO^87798^L^357.42
QTE^P3751^Jan  1 1900 12:00AM^TETERBORO^85025^L^1586.57
QTE^P3759^Jan  1 1900 12:00AM^TETERBORO^80061^L^1334.42
QTE^P3761^Jan  1 1900 12:00AM^TETERBORO^84443^L^736.42
QTE^P3768^Jan  1 1900 12:00AM^TETERBORO^83036^L^466.08
QTE^P3780^Jan  1 1900 12:00AM^TETERBORO^80061^L^536.17
QTE^P3781^Jan  1 1900 12:00AM^TETERBORO^85025^L^128.33
QTE^P3806^Jan  1 1900 12:00AM^TETERBORO^80061^L^310.35
QTE^P3820^Jan  1 1900 12:00AM^TETERBORO^80061^L^142.17
QTE^P3989^Jan  1 1900 12:00AM^TETERBORO^80061^L^872.34
QTE^P3990^Jan  1 1900 12:00AM^TETERBORO^80061^L^664.44
QTE^P40000^Jan  1 1900 12:00AM^TETERBORO^82105^L^813.27
QTE^P40001^Jan  1 1900 12:00AM^TETERBORO^82652^L^424.42
QTE^P40005^Jan  1 1900 12:00AM^TETERBORO^80061^L^92.10
QTE^P40006^Jan  1 1900 12:00AM^TETERBORO^80061^L^954.37
QTE^P40007^Jan  1 1900 12:00AM^TETERBORO^80061^L^1437.01
QTE^P40008^Jan  1 1900 12:00AM^TETERBORO^80061^L^1228.35
QTE^P40009^Jan  1 1900 12:00AM^TETERBORO^80061^L^929.49
QTE^P40010^Jan  1 1900 12:00AM^TETERBORO^80061^L^1443.23
QTE^P40011^Jan  1 1900 12:00AM^TETERBORO^86003^L^753.56
QTE^P40012^Jan  1 1900 12:00AM^TETERBORO^86003^L^771.06
QTE^P40013^Jan  1 1900 12:00AM^TETERBORO^86003^L^1146.80
QTE^P40014^Jan  1 1900 12:00AM^TETERBORO^85014^L^1629.45
QTE^P40015^Jan  1 1900 12:00AM^TETERBORO^80061^L^896.33
QTE^P40017^Jan  1 1900 12:00AM^TETERBORO^G0431^L^762.47
QTE^P40019^Jan  1 1900 12:00AM^TETERBORO^84443^L^1689.76
QTE^P40020^Jan  1 1900 12:00AM^TETERBORO^87086^L^1224.10
QTE^P40021^Jan  1 1900 12:00AM^TETERBORO^86003^L^375.21
QTE^P40022^Jan  1 1900 12:00AM^TETERBORO^86003^L^483.37
